user_id,signup_date,plan_type,country,segment,preferred_genres
458,2026-05-10,free,AU,casual,minimal-techno|punk
459,2026-05-29,free,IN,power,study|grunge|show-tunes
460,2026-05-10,free,UK,power,french|rock
461,2026-05-12,premium,MX,power,progressive-house|electronic|salsa
462,2026-05-07,premium,DE,casual,swedish|latino
463,2026-05-30,premium,BR,churn_risk,reggaeton|folk|club|chicago-house
464,2026-05-08,free,BR,casual,punk-rock|latin
465,2026-05-21,free,AU,dormant,black-metal|cantopop
466,2026-05-11,premium,IN,casual,j-dance|cantopop|r-n-b|show-tunes
467,2026-05-01,free,MX,casual,dance|honky-tonk|progressive-house|world-music
468,2026-05-16,free,DE,churn_risk,disco|samba|french|goth
469,2026-05-21,free,BR,casual,show-tunes|british
470,2026-05-18,free,AU,dormant,rockabilly|techno|ambient|death-metal
471,2026-05-29,free,AU,power,ambient|tango
472,2026-05-26,free,DE,dormant,deep-house|salsa|turkish
473,2026-05-29,free,UK,power,afrobeat|garage
474,2026-05-30,free,MX,churn_risk,french|industrial|power-pop
475,2026-05-29,premium,MX,casual,techno|jazz
476,2026-05-09,free,CA,dormant,spanish|children
477,2026-05-06,free,IN,power,industrial|power-pop|electronic|rock
478,2026-05-01,premium,BR,casual,groove|sleep|funk|metalcore
479,2026-05-06,free,AU,dormant,trance|pop|hip-hop|swedish
480,2026-05-17,premium,UK,casual,british|hip-hop|punk-rock
481,2026-05-06,premium,BR,casual,j-idol|goth
482,2026-05-01,free,DE,casual,hardstyle|edm|indie
483,2026-05-31,free,US,casual,garage|mpb|rockabilly
484,2026-05-09,premium,UK,casual,happy|reggae|edm|bluegrass
485,2026-05-15,premium,DE,casual,dance|hip-hop|r-n-b
486,2026-05-23,free,CA,dormant,pop|funk
487,2026-05-20,free,MX,power,dub|club
488,2026-05-05,free,AU,casual,salsa|pagode|hard-rock
489,2026-05-23,premium,BR,dormant,j-dance|samba|latino|soul
490,2026-05-25,free,UK,churn_risk,r-n-b|samba
491,2026-05-17,premium,UK,casual,latin|rock-n-roll|happy
492,2026-05-30,free,BR,casual,children|bluegrass|synth-pop|mandopop
493,2026-05-19,free,MX,casual,country|dancehall|goth|trance
494,2026-05-04,free,UK,casual,disney|rock|mpb|j-pop
495,2026-05-29,free,IN,casual,indie|spanish|bluegrass|industrial
496,2026-05-17,free,MX,casual,industrial|metalcore|bluegrass
497,2026-05-22,free,DE,casual,rockabilly|alt-rock|heavy-metal
498,2026-05-27,free,UK,power,salsa|drum-and-bass
499,2026-05-02,premium,US,dormant,grunge|reggaeton|blues
500,2026-05-30,free,DE,dormant,j-dance|ambient
501,2026-05-14,free,AU,casual,show-tunes|club
502,2026-05-12,premium,AU,casual,indie|turkish|hardcore
503,2026-05-03,premium,CA,casual,psych-rock|turkish|malay|club
504,2026-05-04,premium,IN,churn_risk,latino|heavy-metal
505,2026-05-24,premium,US,casual,synth-pop|acoustic
506,2026-05-10,free,AU,casual,punk|rockabilly|malay
507,2026-05-18,free,MX,dormant,swedish|dubstep|electro
508,2026-05-12,premium,UK,churn_risk,forro|detroit-techno
509,2026-05-02,premium,BR,dormant,house|party|show-tunes|alt-rock
510,2026-05-07,free,US,churn_risk,cantopop|opera
511,2026-05-15,premium,BR,casual,punk|rock-n-roll|turkish|black-metal
512,2026-05-24,free,BR,casual,hip-hop|indie-pop
513,2026-05-18,free,US,dormant,samba|trip-hop
514,2026-05-05,free,CA,churn_risk,funk|dubstep|study|romance
515,2026-05-19,free,BR,power,show-tunes|punk|study|goth
516,2026-05-10,free,BR,power,psych-rock|kids
517,2026-05-14,free,IN,casual,forro|bluegrass|metal
518,2026-05-21,premium,CA,churn_risk,idm|metal|j-rock|black-metal
519,2026-05-31,free,CA,dormant,punk-rock|hardcore|ska|latin
520,2026-05-23,free,AU,casual,honky-tonk|country|garage
521,2026-05-06,premium,DE,casual,j-dance|edm|techno|dub
522,2026-05-28,premium,AU,casual,comedy|spanish|iranian|bluegrass
523,2026-05-31,premium,AU,dormant,metal|latin|club
524,2026-05-08,premium,UK,churn_risk,disney|grindcore|power-pop
525,2026-05-30,premium,BR,churn_risk,techno|hard-rock|british
526,2026-05-02,free,US,casual,hardcore|punk|pagode
527,2026-05-28,free,BR,casual,detroit-techno|soul
528,2026-05-16,free,DE,casual,turkish|grindcore
529,2026-05-31,free,UK,power,drum-and-bass|detroit-techno
530,2026-05-24,free,BR,churn_risk,electro|reggaeton|pagode
531,2026-05-13,premium,DE,churn_risk,mandopop|goth
532,2026-05-13,free,DE,dormant,latino|progressive-house|guitar
533,2026-05-09,free,MX,dormant,k-pop|world-music|j-rock
534,2026-05-04,free,BR,casual,j-dance|sertanejo|tango|gospel
535,2026-05-12,premium,BR,churn_risk,honky-tonk|anime|metalcore
536,2026-05-24,free,AU,dormant,alt-rock|emo
537,2026-05-10,premium,BR,churn_risk,disco|grindcore
538,2026-05-13,free,CA,casual,synth-pop|electro|j-rock|mandopop
539,2026-05-09,free,MX,casual,rockabilly|power-pop|sad
540,2026-05-15,free,CA,power,romance|sleep
541,2026-05-06,premium,MX,dormant,rockabilly|malay
542,2026-05-06,free,UK,casual,power-pop|bluegrass|latin|ambient
543,2026-05-31,premium,IN,casual,black-metal|sertanejo|acoustic|honky-tonk
544,2026-05-27,free,US,casual,dubstep|blues|rock-n-roll|country
545,2026-05-07,free,MX,casual,industrial|hard-rock|bluegrass|piano
546,2026-05-22,premium,AU,casual,alt-rock|acoustic|latino
547,2026-05-01,premium,DE,power,latin|rockabilly
548,2026-05-18,premium,AU,casual,alt-rock|jazz|study
549,2026-05-26,premium,IN,casual,chicago-house|cantopop
550,2026-05-08,premium,DE,churn_risk,piano|latin
551,2026-05-27,premium,UK,casual,folk|sleep|heavy-metal
552,2026-05-12,premium,BR,churn_risk,industrial|metalcore|electro
553,2026-05-10,premium,US,casual,swedish|techno|breakbeat|progressive-house
554,2026-05-03,premium,US,casual,hardcore|mandopop|j-dance
555,2026-05-21,free,UK,churn_risk,reggaeton|dancehall
556,2026-05-16,premium,UK,casual,power-pop|ska|grindcore
557,2026-05-29,free,MX,power,anime|dubstep|drum-and-bass|turkish
558,2026-05-09,premium,DE,power,brazil|r-n-b
559,2026-05-29,premium,CA,churn_risk,metalcore|psych-rock|ambient|death-metal
560,2026-05-01,free,AU,casual,new-age|comedy
561,2026-05-30,premium,BR,churn_risk,garage|dance
562,2026-05-19,free,AU,casual,punk|malay|grindcore
563,2026-05-25,free,UK,power,club|sleep|reggae|rockabilly
564,2026-05-17,premium,BR,power,grunge|black-metal|cantopop|indian
565,2026-05-27,free,AU,casual,groove|pagode
566,2026-05-25,premium,MX,casual,alternative|pop|folk
567,2026-05-16,premium,AU,casual,guitar|mandopop
568,2026-05-14,free,AU,casual,r-n-b|mpb
569,2026-05-03,free,UK,dormant,funk|soul|electro|rock
570,2026-05-03,free,IN,casual,country|hardcore|rock
571,2026-05-24,free,UK,casual,gospel|happy|chicago-house
572,2026-05-01,premium,DE,churn_risk,indie-pop|happy|sertanejo
573,2026-05-04,free,AU,casual,british|deep-house
574,2026-05-15,free,US,casual,metal|k-pop|honky-tonk|chicago-house
575,2026-05-03,free,CA,churn_risk,mandopop|british|opera
576,2026-05-28,free,AU,dormant,afrobeat|funk|honky-tonk
577,2026-05-25,premium,BR,power,rockabilly|metal
578,2026-05-19,free,DE,dormant,dancehall|r-n-b|hardcore|club
579,2026-05-10,premium,IN,casual,j-rock|comedy|blues
580,2026-05-14,free,UK,casual,house|garage|j-idol
581,2026-05-12,premium,MX,casual,electro|rockabilly|pop-film
582,2026-05-20,free,DE,dormant,disco|industrial|chicago-house|club
583,2026-05-01,free,AU,casual,grindcore|tango|piano
584,2026-05-26,premium,IN,casual,indie-pop|grindcore|indian
585,2026-05-10,free,MX,casual,pagode|reggae|disco
586,2026-05-11,premium,DE,casual,heavy-metal|gospel
587,2026-05-24,premium,BR,power,pop|j-pop|minimal-techno|ska
588,2026-05-11,free,AU,power,forro|study|ska
589,2026-05-12,free,IN,power,metalcore|disco
590,2026-05-22,premium,BR,casual,alternative|romance|iranian|rock-n-roll
591,2026-05-15,free,AU,power,synth-pop|reggae|blues
592,2026-05-22,free,BR,casual,club|pop|garage
593,2026-05-09,free,AU,casual,country|rock|idm|sleep
594,2026-05-03,free,AU,casual,opera|j-idol|mpb
595,2026-05-18,free,US,churn_risk,turkish|reggae|house|malay
596,2026-05-26,premium,UK,casual,reggaeton|spanish|latino
597,2026-05-04,premium,CA,casual,psych-rock|punk-rock
598,2026-05-06,premium,AU,casual,party|anime|metalcore|power-pop
599,2026-05-31,premium,US,casual,sleep|indian|chicago-house
600,2026-05-04,free,BR,power,dub|k-pop|salsa
